"ISSN","Título","Área de Avaliação","Estrato"
"1876-2018","ASIAN JOURNAL OF PSYCHIATRY","MEDICINA III                                      ","A2"
"0976-3376","ASIAN JOURNAL OF SCIENCE AND TECHNOLOGY","MEDICINA III                                      ","C"
"1015-9584","ASIAN JOURNAL OF SURGERY","MEDICINA III                                      ","A3"
"1513-7368","ASIAN PACIFIC JOURNAL OF CANCER PREVENTION","MEDICINA III                                      ","A4"
"2476-762X","ASIAN PACIFIC JOURNAL OF CANCER PREVENTION","MEDICINA III                                      ","A4"
"2177-9333","ASSOBRAFIR CIÊNCIA","MEDICINA III                                      ","B3"
"0021-9150","ATHEROSCLEROSIS (AMSTERDAM)","MEDICINA III                                      ","A1"
"2073-4433","ATMOSPHERE","MEDICINA III                                      ","A4"
"2317-6431","AUDIOLOGY - COMMUNICATION RESEARCH (ACR)","MEDICINA III                                      ","B1"
"1420-3030","AUDIOLOGY & NEURO-OTOLOGY (PRINT)","MEDICINA III                                      ","A2"
"0385-8146","AURIS, NASUS, LARYNX","MEDICINA III                                      ","A4"
"2381-8980","AUSTIN JOURNAL OF NUTRITION AND FOOD SCIENCES","MEDICINA III                                      ","B3"
"1991-8178","AUSTRALIAN JOURNAL OF BASIC AND APPLIED SCIENCES","MEDICINA III                                      ","B4"
"0891-6934","AUTOIMMUNITY (AMSTERDAM. PRINT)","MEDICINA III                                      ","B2"
"1568-9972","AUTOIMMUNITY REVIEWS","MEDICINA III                                      ","A1"
"2236-1960","AUTOPSY AND CASE REPORTS","MEDICINA III                                      ","C"
"0121-4500","AVANCES EN ENFERMERIA","MEDICINA III                                      ","B1"
"2168-023X","BARIATRIC SURGICAL PRACTICE AND PATIENT CARE","MEDICINA III                                      ","B2"
"2051-4190","BASIC AND CLINICAL ANDROLOGY","MEDICINA III                                      ","A2"
"0955-8810","BEHAVIOURAL PHARMACOLOGY","MEDICINA III                                      ","A3"
"1521-6934","BEST PRACTICE & RESEARCH IN CLINICAL OBSTETRICS & GYNAECOLOGY","MEDICINA III                                      ","A1"
"0006-2952","BIOCHEMICAL PHARMACOLOGY","MEDICINA III                                      ","A1"
"0304-4165","BIOCHIMICA ET BIOPHYSICA ACTA. G, GENERAL SUBJECTS (PRINT)","MEDICINA III                                      ","A1"
"0925-4439","BIOCHIMICA ET BIOPHYSICA ACTA. MOLECULAR BASIS OF DISEASE","MEDICINA III                                      ","A2"
"0300-9084","BIOCHIMIE (PARIS. PRINT)","MEDICINA III                                      ","A2"
"0197-8462","BIOELECTROMAGNETICS","MEDICINA III                                      ","A3"
"2306-5354","BIOENGINEERING","MEDICINA III                                      ","A3"
"1367-4803","BIOINFORMATICS (OXFORD. PRINT)","MEDICINA III                                      ","A1"
"1529-7268","BIOLOGY OF REPRODUCTION (ONLINE)","MEDICINA III                                      ","A1"
"0860-021X","BIOLOGY OF SPORT","MEDICINA III                                      ","A2"
"1752-0363","BIOMARKERS IN MEDICINE (PRINT)","MEDICINA III                                      ","B1"
"1354-750X","BIOMARKERS (LONDON. PRINT)","MEDICINA III                                      ","B1"
"2314-6141","BIOMED RESEARCH INTERNATIONAL","MEDICINA III                                      ","A3"
"2314-6133","BIOMED RESEARCH INTERNATIONAL","MEDICINA III                                      ","A3"
"1475-925X","BIOMEDICAL ENGINEERING ONLINE (ONLINE)","MEDICINA III                                      ","A3"
"2574-1241","BIOMEDICAL JOURNAL OF SCIENTIFIC & TECHNICAL RESEARCH","MEDICINA III                                      ","C"
"2319-4170","BIOMEDICAL JOURNAL (PRINT)","MEDICINA III                                      ","A1"
"1748-6041","BIOMEDICAL MATERIALS (BRISTOL. PRINT)","MEDICINA III                                      ","A2"
"1387-2176","BIOMEDICAL MICRODEVICES (PRINT)","MEDICINA III                                      ","A3"
"2057-1976","BIOMEDICAL PHYSICS & ENGINEERING EXPRESS","MEDICINA III                                      ","A4"
"2049-9434","BIOMEDICAL REPORTS","MEDICINA III                                      ","A2"
"1746-8094","BIOMEDICAL SIGNAL PROCESSING AND CONTROL (PRINT)","MEDICINA III                                      ","A1"
"0753-3322","BIOMEDICINE & PHARMACOTHERAPY","MEDICINA III                                      ","A2"
"2218-273X","BIOMOLECULES","MEDICINA III                                      ","B2"
"0144-8463","BIOSCIENCE REPORTS","MEDICINA III                                      ","B1"
"0141-5492","BIOTECHNOLOGY LETTERS","MEDICINA III                                      ","A3"
"1573-6776","BIOTECHNOLOGY LETTERS (DORDRECHT. ONLINE)","MEDICINA III                                      ","A3"
"0730-7659","BIRTH (BERKELEY, CALIF.)","MEDICINA III                                      ","A1"
"2472-1727","BIRTH DEFECTS RESEARCH","MEDICINA III                                      ","A4"
"1470-0328","BJOG (OXFORD)","MEDICINA III                                      ","A1"
"1471-0528","BJOG (OXFORD. ONLINE)","MEDICINA III                                      ","A1"
"1464-4096","BJU INTERNATIONAL (PRINT)","MEDICINA III                                      ","A1"
"1079-9796","BLOOD CELLS, MOLECULES & DISEASES (PRINT)","MEDICINA III                                      ","A4"
"0006-4971","BLOOD (PHILADELPHIA, PA)","MEDICINA III                                      ","A1"
"1471-2253","BMC ANESTHESIOLOGY (ONLINE)","MEDICINA III                                      ","B1"
"1471-2407","BMC CANCER (ONLINE)","MEDICINA III                                      ","A3"
"1472-6882","BMC COMPLEMENTARY AND ALTERNATIVE MEDICINE (ONLINE)","MEDICINA III                                      ","A1"
"1471-230X","BMC GASTROENTEROLOGY (ONLINE)","MEDICINA III                                      ","B1"
"1472-6963","BMC HEALTH SERVICES RESEARCH (ONLINE)","MEDICINA III                                      ","A1"
"1471-2334","BMC INFECTIOUS DISEASES (ONLINE)","MEDICINA III                                      ","A3"
"1472-6920","BMC MEDICAL EDUCATION (ONLINE)","MEDICINA III                                      ","A2"
"1471-2350","BMC MEDICAL GENETICS (ONLINE)","MEDICINA III                                      ","B2"
"1471-2288","BMC MEDICAL RESEARCH METHODOLOGY (ONLINE)","MEDICINA III                                      ","A1"
"1741-7015","BMC MEDICINE","MEDICINA III                                      ","A1"
"1471-2474","BMC MUSCULOSKELETAL DISORDERS (ONLINE)","MEDICINA III                                      ","A3"
"1471-2369","BMC NEPHROLOGY","MEDICINA III                                      ","B1"
"1471-2377","BMC NEUROLOGY (ONLINE)","MEDICINA III                                      ","A4"
"2052-9538","BMC OBESITY","MEDICINA III                                      ","A2"
"1471-2415","BMC OPHTHALMOLOGY (ONLINE)","MEDICINA III                                      ","A4"
"1471-2431","BMC PEDIATRICS (ONLINE)","MEDICINA III                                      ","A1"
"2050-6511","BMC PHARMACOLOGY AND TOXICOLOGY","MEDICINA III                                      ","A4"
"1471-2393","BMC PREGNANCY AND CHILDBIRTH (ONLINE)","MEDICINA III                                      ","A1"
"1471-244X","BMC PSYCHIATRY (ONLINE)","MEDICINA III                                      ","A2"
"1471-2458","BMC PUBLIC HEALTH (ONLINE)","MEDICINA III                                      ","A1"
"1756-0500","BMC RESEARCH NOTES","MEDICINA III                                      ","B1"
"1471-2482","BMC SURGERY (ONLINE)","MEDICINA III                                      ","A4"
"1471-2490","BMC UROLOGY (ONLINE)","MEDICINA III                                      ","A4"
"1746-6148","BMC VETERINARY RESEARCH","MEDICINA III                                      ","A2"
"1472-6874","BMC WOMEN'S HEALTH (ONLINE)","MEDICINA III                                      ","A1"
"0959-8138","BMJ. BRITISH MEDICAL JOURNAL (CLINICAL RESEARCH ED.)","MEDICINA III                                      ","A1"
"1757-790X","BMJ CASE REPORTS","MEDICINA III                                      ","B1"
"2059-7908","BMJ GLOBAL HEALTH","MEDICINA III                                      ","A3"
"2044-6055","BMJ OPEN","MEDICINA III                                      ","A1"
"2397-3269","BMJ OPEN OPHTHALMOL","MEDICINA III                                      ","B1"
"2399-6641","BMJ OPEN QUALITY","MEDICINA III                                      ","B3"
"2055-7647","BMJ OPEN SPORT & EXERCISE MEDICINE","MEDICINA III                                      ","A4"
"1756-1833","BMJ-BRITISH MEDICAL JOURNAL","MEDICINA III                                      ","A1"
"1415-711X","BOLETIM. ACADEMIA PAULISTA DE PSICOLOGIA","MEDICINA III                                      ","B1"
"0001-3838","BOLETIM DA ACADEMIA NACIONAL DE MEDICINA","MEDICINA III                                      ","B4"
"1981-8114","BOLETIM DO MUSEU PARAENSE EMÍLIO GOELDI. CIÊNCIAS NATURAIS","MEDICINA III                                      ","B4"
"1413-9626","BOLETIM FARMACOTERAPÊUTICA","MEDICINA III                                      ","B4"
"2176-9141","BOLETIM INFORMATIVO UNIMOTRISAÚDE EM SOCIOGERONTOLOGIA","MEDICINA III                                      ","B3"
"0268-3369","BONE MARROW TRANSPLANTATION (BASINGSTOKE)","MEDICINA III                                      ","A1"
"8756-3282","BONE (NEW YORK, N.Y.)","MEDICINA III                                      ","A1"
"2352-1872","BONE REPORTS","MEDICINA III                                      ","A3"
"2095-4700","BONE RESEARCH","MEDICINA III                                      ","A1"
"1538-4721","BRACHYTHERAPY (NEW YORK, N.Y.)","MEDICINA III                                      ","B1"
"0889-1591","BRAIN, BEHAVIOR, AND IMMUNITY","MEDICINA III                                      ","A1"
"0006-8950","BRAIN (LONDON. PRINT)","MEDICINA III                                      ","A1"
"0361-9230","BRAIN RESEARCH BULLETIN","MEDICINA III                                      ","A3"
"2076-3425","BRAIN SCIENCES","MEDICINA III                                      ","B2"
"1935-861X","BRAIN STIMULATION: BASIC, TRANSLATIONAL AND CLINICAL RESEARCH IN NEUROMODULATION","MEDICINA III                                      ","A1"
"2525-7374","BRASPEN JOURNAL","MEDICINA III                                      ","C"
"1806-4760","BRAZILIAN DENTAL JOURNAL","MEDICINA III                                      ","A2"
"0103-6440","BRAZILIAN DENTAL JOURNAL","MEDICINA III                                      ","A2"
"2178-6011","BRAZILIAN DENTAL SCIENCE","MEDICINA III                                      ","B1"
"2318-5015","BRAZILIAN JOURNAL OF ALLERGY AND IMMUNOLOGY","MEDICINA III                                      ","C"
"0104-0014","BRAZILIAN JOURNAL OF ANESTHESIOLOGY","MEDICINA III                                      ","A4"
"1806-907X","BRAZILIAN JOURNAL OF ANESTHESIOLOGY","MEDICINA III                                      ","A4"
"1519-6984","BRAZILIAN JOURNAL OF BIOLOGY (IMPRESSO)","MEDICINA III                                      ","A3"
"1678-9741","BRAZILIAN JOURNAL OF CARDIOVASCULAR SURGERY (ONLINE)","MEDICINA III                                      ","A4"
"2525-8761","BRAZILIAN JOURNAL OF DEVELOPMENT","MEDICINA III                                      ","C"
"2595-6825","BRAZILIAN JOURNAL OF HEALTH REVIEW","MEDICINA III                                      ","B3"
"2674-8169","BRAZILIAN JOURNAL OF IMPLANTOLOGY AND HEALTH SCIENCES","MEDICINA III                                      ","B3"
"1414-431X","BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH","MEDICINA III                                      ","A3"
"0100-879X","BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH (IMPRESSO)","MEDICINA III                                      ","A3"
"1517-8382","BRAZILIAN JOURNAL OF MICROBIOLOGY","MEDICINA III                                      ","A2"
"2446-4902","BRAZILIAN JOURNAL OF MOTOR BEHAVIOR","MEDICINA III                                      ","B3"
"2595-0584","BRAZILIAN JOURNAL OF NATURAL SCIENCES","MEDICINA III                                      ","B4"
"2526-8732","BRAZILIAN JOURNAL OF ONCOLOGY","MEDICINA III                                      ","C"
"1808-8694","BRAZILIAN JOURNAL OF OTORHINOLARYNGOLOGY (IMPRESSO)","MEDICINA III                                      ","A3"
"1808-8686","BRAZILIAN JOURNAL OF OTORHINOLARYNGOLOGY (ONLINE)","MEDICINA III                                      ","A3"
"1984-8250","BRAZILIAN JOURNAL OF PHARMACEUTICAL SCIENCES","MEDICINA III                                      ","B1"
"2175-9790","BRAZILIAN JOURNAL OF PHARMACEUTICAL SCIENCES (ONLINE)","MEDICINA III                                      ","B1"
"1413-3555","BRAZILIAN JOURNAL OF PHYSICAL THERAPY (PRINT)","MEDICINA III                                      ","A2"
"2319-0612","BRAZILIAN JOURNAL OF RADIATION SCIENCES","MEDICINA III                                      ","B1"
"1809-4570","BRAZILIAN JOURNAL OF RHEUMATOLOGY","MEDICINA III                                      ","B2"
"2317-4404","BRAZILIAN JOURNAL OF SURGERY AND CLINICAL RESEARCH","MEDICINA III                                      ","B3"
"1807-3107","BRAZILIAN ORAL RESEARCH","MEDICINA III                                      ","A2"
"1178-2234","BREAST CANCER: BASIC AND CLINICAL RESEARCH","MEDICINA III                                      ","A4"
"1573-7217","BREAST CANCER RESEARCH AND TREATMENT","MEDICINA III                                      ","A2"
"0167-6806","BREAST CANCER RESEARCH AND TREATMENT","MEDICINA III                                      ","A2"
"1465-5411","BREAST CANCER RESEARCH (PRINT)","MEDICINA III                                      ","A2"
"1340-6868","BREAST CANCER (TOKYO. 1994)","MEDICINA III                                      ","A2"
"1661-3791","BREAST CARE (BASEL. PRINT)","MEDICINA III                                      ","A3"
"0960-9776","BREAST (EDINBURGH)","MEDICINA III                                      ","A1"
"1556-8253","BREASTFEEDING MEDICINE","MEDICINA III                                      ","A1"
"0007-0912","BRITISH JOURNAL OF ANAESTHESIA","MEDICINA III                                      ","A1"
"0007-0920","BRITISH JOURNAL OF CANCER","MEDICINA III                                      ","A1"
"0306-5251","BRITISH JOURNAL OF CLINICAL PHARMACOLOGY (PRINT)","MEDICINA III                                      ","A1"
"0007-0963","BRITISH JOURNAL OF DERMATOLOGY (1951. PRINT)","MEDICINA III                                      ","A1"
"0007-1048","BRITISH JOURNAL OF HAEMATOLOGY (PRINT)","MEDICINA III                                      ","A1"
